FID,density,WMO_class,baseline,tile_area,density_delta,density_percent,WMO_zone,OBJECTID,CONTINENT,Shape_Leng,Shape_Area,FCNAME,FENAME,OBJECTID.1,Continent,lon,lat
318,5,5,0.04,7451.52851042125,0.0393289967295962,98.3224918239904,5,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-69.5,-52.836982706677
319,2,5,0.04,7451.52851042125,0.0397315986918385,99.3289967295962,5,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-68.5,-52.836982706677
326,1,4,0.00111111111111111,7621.52327702394,0.000979903744335151,88.1913369901636,4,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-73.5,-51.836982706677
328,4,2,0.00173913043478261,7621.52327702394,0.00121430096767877,69.8223056415291,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-71.5,-51.836982706677
329,1,1,0.00173913043478261,7621.52327702394,0.00160792306800665,92.4555764103823,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-70.5,-51.836982706677
330,4,1,0.00173913043478261,7621.52327702394,0.00121430096767877,69.8223056415291,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-69.5,-51.836982706677
335,2,5,0.04,7621.52327702394,0.0397375852664481,99.3439631661202,5,5,South America,622.552603495,1539.31290272,福克兰群岛(马尔维纳斯),Falkland Islands (Malvinas),145,22,-58.5,-51.836982706677
338,0,5,0.04,7789.17363521401,0.04,100,5,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-74.5,-50.836982706677
339,4,7,1e-04,7789.17363521401,-0.000413533294715172,-413.533294715172,7,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-73.5,-50.836982706677
340,11,3,0.004,7789.17363521401,0.00258778343953328,64.6945859883319,3,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-72.5,-50.836982706677
341,0,2,0.00173913043478261,7789.17363521401,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-71.5,-50.836982706677
342,0,1,0.00173913043478261,7789.17363521401,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-70.5,-50.836982706677
343,0,1,0.00173913043478261,7789.17363521401,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-69.5,-50.836982706677
352,0,5,0.04,7954.42910081799,0.04,100,5,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-74.5,-49.836982706677
353,0,7,1e-04,7954.42910081799,1e-04,100,7,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-73.5,-49.836982706677
354,3,3,0.004,7954.42910081799,0.00362285162618503,90.5712906546257,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-72.5,-49.836982706677
355,0,3,0.004,7954.42910081799,0.004,100,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-71.5,-49.836982706677
356,0,2,0.00173913043478261,7954.42910081799,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-70.5,-49.836982706677
357,0,2,0.00173913043478261,7954.42910081799,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-69.5,-49.836982706677
358,1,1,0.00173913043478261,7954.42910081799,0.00161341431017762,92.771322835213,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-68.5,-49.836982706677
366,1,7,1e-04,8117.23997998493,-2.31945836843247e-05,-23.1945836843247,7,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-73.5,-48.836982706677
367,4,3,0.004,8117.23997998493,0.0035072216652627,87.6805416315675,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-72.5,-48.836982706677
368,0,3,0.004,8117.23997998493,0.004,100,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-71.5,-48.836982706677
369,1,3,0.004,8117.23997998493,0.00387680541631568,96.9201354078919,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-70.5,-48.836982706677
370,0,2,0.00173913043478261,8117.23997998493,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-69.5,-48.836982706677
371,0,1,0.00173913043478261,8117.23997998493,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-68.5,-48.836982706677
372,1,2,0.00173913043478261,8117.23997998493,0.00161593585109828,92.9163114381513,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-67.5,-48.836982706677
379,3,4,0.00111111111111111,8277.55738251865,0.000748685354167923,67.381681875113,4,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-73.5,-47.836982706677
380,1,3,0.004,8277.55738251865,0.00387919141435227,96.9797853588068,3,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-72.5,-47.836982706677
381,0,3,0.004,8277.55738251865,0.004,100,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-71.5,-47.836982706677
382,0,2,0.00173913043478261,8277.55738251865,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-70.5,-47.836982706677
383,0,2,0.00173913043478261,8277.55738251865,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-69.5,-47.836982706677
384,0,2,0.00173913043478261,8277.55738251865,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-68.5,-47.836982706677
385,0,2,0.00173913043478261,8277.55738251865,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-67.5,-47.836982706677
386,0,2,0.00173913043478261,8277.55738251865,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-66.5,-47.836982706677
389,1,4,0.00111111111111111,8435.33323480485,0.000992562149005628,89.3305934105066,4,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-75.5,-46.836982706677
391,3,7,1e-04,8435.33323480485,-0.000255646886316449,-255.646886316449,7,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-73.5,-46.836982706677
392,9,3,0.004,8435.33323480485,0.00293305934105065,73.3264835262664,3,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-72.5,-46.836982706677
393,5,3,0.004,8435.33323480485,0.00340725518947259,85.1813797368146,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-71.5,-46.836982706677
394,0,2,0.00173913043478261,8435.33323480485,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-70.5,-46.836982706677
395,0,2,0.00173913043478261,8435.33323480485,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-69.5,-46.836982706677
396,0,1,0.00173913043478261,8435.33323480485,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-68.5,-46.836982706677
397,0,1,0.00173913043478261,8435.33323480485,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-67.5,-46.836982706677
409,0,4,0.00111111111111111,8590.52029233462,0.00111111111111111,100,4,5,South America,622.552603495,1539.31290272,NA,NA,NA,NA,-74.5,-45.836982706677
410,0,4,0.00111111111111111,8590.52029233462,0.00111111111111111,100,4,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-73.5,-45.836982706677
411,12,3,0.004,8590.52029233462,0.00260311138421876,65.0777846054689,3,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-72.5,-45.836982706677
412,8,3,0.004,8590.52029233462,0.0030687409228125,76.7185230703126,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-71.5,-45.836982706677
413,0,1,0.00173913043478261,8590.52029233462,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-70.5,-45.836982706677
414,0,1,0.00173913043478261,8590.52029233462,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-69.5,-45.836982706677
415,0,2,0.00173913043478261,8590.52029233462,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-68.5,-45.836982706677
416,2,6,0.0666666666666667,8590.52029233462,0.0664338518973698,99.6507778460547,6,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-67.5,-45.836982706677
418,2,4,0.00111111111111111,8590.52029233462,0.000878296341814237,79.0466707632813,4,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,166.5,-45.836982706677
419,0,3,0.004,8590.52029233462,0.004,100,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,167.5,-45.836982706677
420,0,3,0.004,8590.52029233462,0.004,100,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,168.5,-45.836982706677
421,0,3,0.004,8590.52029233462,0.004,100,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,169.5,-45.836982706677
422,1,3,0.004,8590.52029233462,0.00388359261535156,97.0898153837891,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,170.5,-45.836982706677
427,3,3,0.004,8743.07215182678,0.00365687118350348,91.421779587587,3,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-72.5,-44.836982706677
428,4,3,0.004,8743.07215182678,0.00354249491133797,88.5623727834493,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-71.5,-44.836982706677
429,0,1,0.00173913043478261,8743.07215182678,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-70.5,-44.836982706677
430,0,3,0.004,8743.07215182678,0.004,100,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-69.5,-44.836982706677
431,0,3,0.004,8743.07215182678,0.004,100,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-68.5,-44.836982706677
432,0,2,0.00173913043478261,8743.07215182678,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-67.5,-44.836982706677
433,0,2,0.00173913043478261,8743.07215182678,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-66.5,-44.836982706677
436,1,3,0.004,8743.07215182678,0.00388562372783449,97.1405931958623,3,6,Oceania,221.58197681,42.565456313,NA,NA,NA,NA,167.5,-44.836982706677
437,1,3,0.004,8743.07215182678,0.00388562372783449,97.1405931958623,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,168.5,-44.836982706677
438,1,3,0.004,8743.07215182678,0.00388562372783449,97.1405931958623,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,169.5,-44.836982706677
439,0,3,0.004,8743.07215182678,0.004,100,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,170.5,-44.836982706677
444,6,3,0.004,8892.94326295164,0.00332530773866553,83.1326934666382,3,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-72.5,-43.836982706677
445,3,3,0.004,8892.94326295164,0.00366265386933276,91.5663467333191,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-71.5,-43.836982706677
446,0,3,0.004,8892.94326295164,0.004,100,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-70.5,-43.836982706677
447,0,3,0.004,8892.94326295164,0.004,100,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-69.5,-43.836982706677
448,1,3,0.004,8892.94326295164,0.00388755128977759,97.1887822444397,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-68.5,-43.836982706677
449,0,2,0.00173913043478261,8892.94326295164,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-67.5,-43.836982706677
450,0,2,0.00173913043478261,8892.94326295164,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-66.5,-43.836982706677
451,0,1,0.00173913043478261,8892.94326295164,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-65.5,-43.836982706677
456,0,3,0.004,8892.94326295164,0.004,100,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,169.5,-43.836982706677
457,1,3,0.004,8892.94326295164,0.00388755128977759,97.1887822444397,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,170.5,-43.836982706677
458,1,3,0.004,8892.94326295164,0.00388755128977759,97.1887822444397,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,171.5,-43.836982706677
462,3,5,0.04,9040.08893965966,0.0396681448578632,99.170362144658,5,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-73.5,-42.836982706677
463,3,3,0.004,9040.08893965966,0.00366814485786321,91.7036214465802,3,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-72.5,-42.836982706677
464,5,3,0.004,9040.08893965966,0.00344690809643868,86.172702410967,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-71.5,-42.836982706677
465,0,3,0.004,9040.08893965966,0.004,100,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-70.5,-42.836982706677
466,0,3,0.004,9040.08893965966,0.004,100,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-69.5,-42.836982706677
467,0,3,0.004,9040.08893965966,0.004,100,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-68.5,-42.836982706677
468,0,3,0.004,9040.08893965966,0.004,100,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-67.5,-42.836982706677
469,0,1,0.00173913043478261,9040.08893965966,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-66.5,-42.836982706677
470,3,1,0.00173913043478261,9040.08893965966,0.00140727529264582,80.9183293271344,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-65.5,-42.836982706677
473,7,5,0.04,9040.08893965966,0.0392256713350142,98.0641783375354,5,6,Oceania,221.58197681,42.565456313,澳大利亚,Commonwealth of Australia,50,16,145.5,-42.836982706677
474,76,5,0.04,9040.08893965966,0.0315930030658679,78.9825076646698,5,6,Oceania,221.58197681,42.565456313,澳大利亚,Commonwealth of Australia,50,16,146.5,-42.836982706677
475,245,5,0.04,9040.08893965966,0.0128984967254953,32.2462418137382,5,6,Oceania,221.58197681,42.565456313,澳大利亚,Commonwealth of Australia,50,16,147.5,-42.836982706677
479,0,3,0.004,9040.08893965966,0.004,100,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,171.5,-42.836982706677
480,0,3,0.004,9040.08893965966,0.004,100,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,172.5,-42.836982706677
484,9,4,0.00111111111111111,9184.4653711186,0.000131195608538546,11.8076047684692,4,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-72.5,-41.836982706677
485,1,3,0.004,9184.4653711186,0.00389112049971416,97.278012492854,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-71.5,-41.836982706677
486,0,3,0.004,9184.4653711186,0.004,100,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-70.5,-41.836982706677
487,0,3,0.004,9184.4653711186,0.004,100,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-69.5,-41.836982706677
488,0,3,0.004,9184.4653711186,0.004,100,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-68.5,-41.836982706677
489,0,2,0.00173913043478261,9184.4653711186,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-67.5,-41.836982706677
490,0,2,0.00173913043478261,9184.4653711186,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-66.5,-41.836982706677
491,0,2,0.00173913043478261,9184.4653711186,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-65.5,-41.836982706677
495,60,5,0.04,9184.4653711186,0.0334672299828496,83.6680749571239,5,6,Oceania,221.58197681,42.565456313,澳大利亚,Commonwealth of Australia,50,16,145.5,-41.836982706677
496,138,5,0.04,9184.4653711186,0.024974628960554,62.436572401385,5,6,Oceania,221.58197681,42.565456313,澳大利亚,Commonwealth of Australia,50,16,146.5,-41.836982706677
497,151,5,0.04,9184.4653711186,0.0235591954568381,58.8979886420952,5,6,Oceania,221.58197681,42.565456313,澳大利亚,Commonwealth of Australia,50,16,147.5,-41.836982706677
499,2,3,0.004,9184.4653711186,0.00378224099942832,94.556024985708,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,171.5,-41.836982706677
500,0,3,0.004,9184.4653711186,0.004,100,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,172.5,-41.836982706677
501,0,3,0.004,9184.4653711186,0.004,100,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,173.5,-41.836982706677
504,13,3,0.004,9326.02963226347,0.00260605203794052,65.151300948513,3,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-73.5,-40.836982706677
505,5,3,0.004,9326.02963226347,0.00346386616843866,86.5966542109665,3,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-72.5,-40.836982706677
506,1,3,0.004,9326.02963226347,0.00389277323368773,97.3193308421933,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-71.5,-40.836982706677
507,0,3,0.004,9326.02963226347,0.004,100,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-70.5,-40.836982706677
508,0,2,0.00173913043478261,9326.02963226347,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-69.5,-40.836982706677
509,1,2,0.00173913043478261,9326.02963226347,0.00163190366847034,93.8344609370446,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-68.5,-40.836982706677
510,0,2,0.00173913043478261,9326.02963226347,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-67.5,-40.836982706677
511,0,2,0.00173913043478261,9326.02963226347,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-66.5,-40.836982706677
512,1,1,0.00173913043478261,9326.02963226347,0.00163190366847034,93.8344609370446,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-65.5,-40.836982706677
513,0,1,0.00173913043478261,9326.02963226347,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-64.5,-40.836982706677
514,0,1,0.00173913043478261,9326.02963226347,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-63.5,-40.836982706677
515,1,1,0.00173913043478261,9326.02963226347,0.00163190366847034,93.8344609370446,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-62.5,-40.836982706677
523,2,3,0.004,9326.02963226347,0.00378554646737546,94.6386616843866,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,172.5,-40.836982706677
526,0,3,0.004,9326.02963226347,0.004,100,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,175.5,-40.836982706677
529,16,3,0.004,9464.73969396377,0.00230951505087835,57.7378762719587,3,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-72.5,-39.836982706677
530,9,3,0.004,9464.73969396377,0.00304910221611907,76.2275554029768,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-71.5,-39.836982706677
531,0,3,0.004,9464.73969396377,0.004,100,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-70.5,-39.836982706677
532,0,2,0.00173913043478261,9464.73969396377,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-69.5,-39.836982706677
533,0,2,0.00173913043478261,9464.73969396377,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-68.5,-39.836982706677
534,0,2,0.00173913043478261,9464.73969396377,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-67.5,-39.836982706677
535,0,1,0.00173913043478261,9464.73969396377,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-66.5,-39.836982706677
536,0,1,0.00173913043478261,9464.73969396377,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-65.5,-39.836982706677
537,0,1,0.00173913043478261,9464.73969396377,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-64.5,-39.836982706677
538,0,1,0.00173913043478261,9464.73969396377,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-63.5,-39.836982706677
539,0,1,0.00173913043478261,9464.73969396377,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-62.5,-39.836982706677
549,4,3,0.004,9464.73969396377,0.00357737876271959,89.4344690679897,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,175.5,-39.836982706677
550,3,3,0.004,9464.73969396377,0.00368303407203969,92.0758518009923,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,176.5,-39.836982706677
553,28,3,0.004,9600.55443281321,0.00108350177107477,27.0875442768692,3,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-72.5,-38.836982706677
554,14,3,0.004,9600.55443281321,0.00254175088553738,63.5437721384346,3,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-71.5,-38.836982706677
555,0,3,0.004,9600.55443281321,0.004,100,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-70.5,-38.836982706677
556,0,2,0.00173913043478261,9600.55443281321,0.00173913043478261,100,2,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-69.5,-38.836982706677
557,2,6,0.0666666666666667,9600.55443281321,0.0664583453646006,99.6875180469009,6,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-68.5,-38.836982706677
558,0,1,0.00173913043478261,9600.55443281321,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-67.5,-38.836982706677
559,0,1,0.00173913043478261,9600.55443281321,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-66.5,-38.836982706677
560,0,1,0.00173913043478261,9600.55443281321,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-65.5,-38.836982706677
561,1,1,0.00173913043478261,9600.55443281321,0.00163496978374956,94.0107625656,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-64.5,-38.836982706677
562,0,1,0.00173913043478261,9600.55443281321,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-63.5,-38.836982706677
563,2,6,0.0666666666666667,9600.55443281321,0.0664583453646006,99.6875180469009,6,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-62.5,-38.836982706677
564,0,1,0.00173913043478261,9600.55443281321,0.00173913043478261,100,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-61.5,-38.836982706677
565,1,1,0.00173913043478261,9600.55443281321,0.00163496978374956,94.0107625656,1,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-60.5,-38.836982706677
572,50,2,0.00173913043478261,9600.55443281321,-0.00346890211686959,-199.461871720002,2,6,Oceania,221.58197681,42.565456313,澳大利亚,Commonwealth of Australia,50,16,143.5,-38.836982706677
579,0,3,0.004,9600.55443281321,0.004,100,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,175.5,-38.836982706677
580,2,3,0.004,9600.55443281321,0.00379167869793391,94.7919674483478,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,176.5,-38.836982706677
581,4,3,0.004,9600.55443281321,0.00358335739586782,89.5839348966956,3,6,Oceania,221.58197681,42.565456313,新西兰,New Zealand,72,16,177.5,-38.836982706677
583,8,3,0.004,9733.43364054724,0.00317809066199683,79.4522665499207,3,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-73.5,-37.836982706677
584,25,3,0.004,9733.43364054724,0.00143153331874008,35.7883329685021,3,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-72.5,-37.836982706677
585,12,3,0.004,9733.43364054724,0.00276713599299524,69.178399824881,3,5,South America,622.552603495,1539.31290272,智利,Republic of Chile,144,22,-71.5,-37.836982706677
586,0,3,0.004,9733.43364054724,0.004,100,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-70.5,-37.836982706677
587,0,3,0.004,9733.43364054724,0.004,100,3,5,South America,622.552603495,1539.31290272,阿根廷,Argentina,142,22,-69.5,-37.836982706677
